Renewal_Date,Sale,Main_Income,Addon_Income,Finance_Income,Gross_Price,Last_Yr_Gross_Price,Net_Premium,Previous_Renewals,First_Contact_Channel,Renewal_Offer_Type,Number_Of_Attempted_Policy_Ammendments,Diver_Age,Driver_Marital_Status,Driver_Occupation_Status,Driver_Licence_Type,Driver_Years_Licence_Held,Geographical_Area,Number_Of_Named_Drivers,Overnight_Parking,Annual_Mileage,Vehicle_Age,Vehicle_Years_Owned,Vehicle_Body_Type,Vehicle_No_Of_Doors,Vehicle_Engine_Size,Vehicle_Fuel_Type,Vehicle_Transmission,Vehicle_Liability_Category,No_Claims_Discount,Credit_Score,Previous_Discount,Data_Quality
20161006,1,2.39,38.5002,0,281.69,301.84,224.67,1,I,Passive,NULL,60,P,E,Z,39,9,0,5,5500,16,5,H,5,1390,P,A,4,9,549,0,OK
20160927,1,3.71,31.6666,0,250.83,257.79,200.61,1,I,Passive,NULL,42,M,E,Z,24,1,0,4,5000,13,9,H,3,1595,P,M,9,9,581,0,OK
20160926,1,98.29,39.1866,66.85,710.73,634.3,466.61,1,I,Passive,NULL,38,S,E,Z,13,9,0,5,6999,9,0,H,3,1242,P,M,4,9,521,1,OK
20160923,1,94.47,38.1786,84.97,903.44,953.47,636.31,1,I,Passive,NULL,56,S,E,4,15,9,1,5,2999,7,2,H,5,1386,P,M,4,9,507,1,OK
20161103,1,45.84,48.492,0,466.51,364.26,343.7,1,I,Passive,NULL,73,M,R,Z,53,3,1,4,10000,8,8,E,5,2720,D,A,14,9,595,0,OK
20161014,1,164.84,0,134.77,1433.54,1261.77,994.78,1,I,Passive,3,33,P,E,Y,5,4,2,4,8000,7,2,H,5,1598,D,M,8,4,566,1,OK
20161018,1,26.87,56.6336,43.69,464.75,426.09,308.56,1,I,Passive,NULL,39,M,E,Z,14,2,0,1,5999,11,9,E,5,1998,P,A,11,9,547,0,OK
20161023,1,92.05,22.5228,54.37,577.89,508.98,375.38,1,I,Passive,NULL,67,D,R,Z,27,4,0,4,10000,14,5,H,3,1240,P,A,2,8,545,0,OK
20160512,0,23.17,0,0,300.06,359.19,249.61,0,T,Active,1,59,S,U,Z,22,11,0,4,2000,18,1,S,4,2793,P,A,16,9,551,0,OK
20161023,1,32.62,26.392,0,395.98,404.36,314.2,1,I,Passive,NULL,47,M,E,Z,22,4,0,1,4999,1,1,E,5,1461,D,M,,9,541,1,OK
20161015,1,-3.84,44.113,0,351.68,385.84,291.55,1,I,Active,NULL,37,M,E,Z,19,9,0,4,8000,8,8,E,5,1995,D,A,16,9,583,1,OK
20161101,0,-9.06,90.2592,92.1,1243.72,771.44,992.32,1,I,Passive,NULL,38,M,E,Z,16,2,0,4,5990,3,3,E,5,1995,D,A,,5,582,0,Quote Total Premium Error
20160924,0,15.1,18.1248,36.85,392.09,329.48,302.08,1,I,Passive,NULL,42,M,E,Z,24,5,0,1,5000,10,2,S,4,1910,D,A,13,9,572,0,OK
20160924,1,0,117.6106,126.73,1348.18,939.49,1034.51,1,I,Passive,1,26,M,E,Y,7,4,1,1,10000,3,0,H,5,1461,D,M,,6,535,0,OK
20160924,1,141.92,45.8568,55.81,593.99,602.91,312.28,1,I,Passive,NULL,56,M,H,6,20,4,0,4,3000,19,3,E,5,2835,D,M,13,9,528,0,OK
20160924,1,24.25,20.1094,31.21,332.34,302.7,239.49,1,I,Passive,NULL,51,M,S,Z,27,10,0,4,10000,8,4,E,5,2777,D,A,14,9,562,0,OK
20160926,1,92.21,21.3576,52.09,554.04,525.77,355.96,1,I,Passive,NULL,63,S,E,Z,42,4,0,4,5000,14,5,H,5,1299,P,M,4,9,504,0,OK
20160924,1,153.21,0,84.25,896.23,761.75,571.77,1,I,Passive,1,26,S,E,Y,5,10,2,4,5000,7,2,H,3,1248,D,M,6,4,460,1,OK
20161012,1,0,25.5002,0,347.39,308.14,303.67,1,I,Active,NULL,46,P,U,Z,13,11,0,3,8000,8,4,H,5,1461,D,M,6,9,535,1,OK
20160924,1,269.76,19.63,103.93,1105.38,1477.6,604.76,1,I,Passive,1,30,P,E,Y,2,10,0,4,10000,14,2,H,5,1199,P,M,3,2,470,0,OK
20160727,0,22.85,58.0124,59.17,629.6,493.07,457.04,0,I,Passive,2,27,S,E,Y,9,7,1,5,10000,1,1,H,3,1242,P,M,,7,563,0,OK
20160924,1,48.18,32.76,78.49,835.07,1005.6,565.74,1,I,Passive,2,25,M,E,Y,2,1,0,1,5000,5,1,H,3,1598,P,M,,2,556,1,OK
20160927,1,22.86,27.429,0,537.61,548.86,457.15,1,I,Passive,NULL,24,S,E,Y,6,11,1,4,10000,7,1,H,3,1598,D,M,4,6,576,0,OK
20160925,1,0,38.329,28.69,305.39,265.52,222.65,1,I,Passive,NULL,43,S,E,Z,22,1,1,3,6999,2,1,H,5,1242,P,M,4,9,557,0,OK
20161007,1,0,36.6276,0,253.6,263.52,202.46,1,I,Passive,NULL,51,A,E,Z,27,1,0,1,9000,22,8,S,4,2498,D,A,15,9,588,0,OK
20161007,1,33.47,43.295,0,381.8,303.15,281.75,1,I,Passive,NULL,56,M,E,Z,27,4,0,4,12000,3,3,H,5,1598,D,A,,9,541,0,OK
20160924,1,0,54.2266,69.37,737.16,683.12,576.61,1,I,Passive,14,47,P,E,Z,11,4,0,4,6000,11,0,H,5,1399,P,A,6,6,444,0,OK
20160925,1,-4.52,19.63,49.8,529.82,488.23,412.99,1,I,Passive,NULL,43,M,E,Y,4,8,0,1,7999,4,0,H,3,1560,D,M,,4,524,0,OK
20160924,0,27.18,18.2274,0,370.69,301.03,303.79,1,I,Passive,NULL,59,D,H,Z,27,4,0,1,4000,6,4,H,5,1560,D,M,,9,556,0,OK
20160924,1,0,19.3626,37.56,399,377.65,322.71,1,I,Passive,NULL,41,D,E,Z,16,11,0,1,6999,8,4,H,3,1198,P,M,1,9,524,0,OK
20160924,1,13.79,42.4236,0,458.21,421.99,373.06,1,I,Passive,NULL,57,S,R,Z,27,2,0,7,15000,5,1,H,5,1596,P,A,,9,577,0,OK
20160924,1,-41.87,0,93,989.06,977.4,837.44,1,I,Passive,5,32,S,E,Y,6,10,1,4,5000,6,3,E,5,1968,D,M,,1,525,1,OK
20160913,0,12.98,11.09,51.37,546.43,479.28,414.76,0,I,Passive,1,43,P,E,Y,6,6,0,3,7000,11,0,H,3,1360,P,M,4,4,513,1,OK
20161202,1,68.2,20.8104,48.25,513.09,433.57,346.84,1,I,Passive,NULL,59,S,E,Z,22,3,0,3,5999,13,2,H,3,1299,P,A,4,9,523,0,OK
20161014,1,33.24,19.63,43.33,460.41,509.89,319.52,1,I,Passive,1,29,S,E,Y,10,7,1,4,8000,2,2,H,3,1242,P,M,,2,548,0,OK
20161008,1,145.3,39.4556,58.68,623.8,544.13,337.76,0,I,Passive,NULL,52,P,E,Z,29,4,0,3,4000,11,1,H,5,1229,P,M,3,9,475,1,OK
20161014,0,144.49,0,117.97,1254.34,1182.05,870.13,1,T,Passive,3,25,S,E,Y,7,1,1,3,5000,5,2,H,3,1598,P,M,,1,532,0,OK
20161102,1,33.75,35.1596,0,516.74,460.16,418.66,1,T,Passive,4,51,P,H,Z,32,4,0,4,5000,11,0,H,5,1461,D,M,5,9,494,0,OK
20161014,1,128.32,0,68.52,728.64,688.68,461.07,1,I,Passive,3,57,M,U,Z,22,5,0,3,9999,16,2,E,5,1587,P,M,5,3,479,0,OK
20161016,0,300,52.39,0,1335.52,1213.83,811.2,1,I,Passive,NULL,63,S,E,Z,14,4,0,4,9000,8,2,S,4,1995,D,M,12,4,496,0,OK
20160906,0,87.8,28.0124,49.8,529.7,465.84,333.54,1,I,Passive,1,64,S,S,Z,22,3,0,5,2999,18,2,C,2,1999,P,A,13,9,587,0,OK
20160930,1,-92.4,0,76.2,809.76,556.86,737.46,1,I,Passive,NULL,38,M,E,Y,10,2,0,3,5000,3,2,H,5,1199,P,A,,3,521,0,OK
20160925,0,85.62,63.4008,0,714.11,604,521.18,1,I,Passive,NULL,56,D,E,Z,27,2,1,1,3000,14,11,H,5,1360,P,M,4,8,565,0,OK
20161017,0,74.56,35.7034,42.12,447.65,442.47,267.89,1,I,Passive,1,54,W,E,Z,35,4,0,4,6000,7,6,E,5,2231,D,M,9,9,564,0,OK
20160924,0,108.68,0,61.44,652.97,559.32,419.47,1,I,Passive,1,37,P,E,Z,16,3,0,4,14000,9,5,H,5,1596,P,A,7,2,528,0,OK
20160924,1,162.27,88.497,62.04,659.16,458.4,270.45,1,I,Passive,NULL,64,M,E,Z,27,1,0,3,2000,11,3,E,5,1560,D,M,7,9,519,0,OK
20160924,1,300,78.4212,131.28,1395.68,1481.69,795.02,1,I,Passive,2,40,S,E,Y,4,9,0,1,2999,13,2,E,5,1587,P,A,6,5,467,0,OK
20160924,1,62.6,63.48,78,828.97,808.3,512.4,1,T,Passive,11,49,M,N,Z,27,11,0,3,5000,4,0,H,5,999,P,M,,2,460,0,OK
20160924,1,98.2,0,64.56,686.1,661.44,456.75,1,I,Passive,3,43,P,E,Z,20,7,0,4,5000,17,0,E,5,1896,D,M,12,2,539,0,OK
20160924,1,18.49,21.7866,44.4,471.79,544.14,363.11,1,I,Passive,NULL,25,P,E,Y,7,7,0,1,7000,12,2,H,5,1598,P,M,5,5,481,0,OK
20160926,0,-15.24,18.2862,0,326.1,295.63,304.77,1,I,Passive,NULL,49,M,H,Z,22,3,0,4,1999,11,10,H,5,1242,P,M,4,9,554,1,OK
20160926,1,56.42,45.7472,57.24,608.45,546.23,412.62,1,I,Passive,NULL,42,M,E,Z,17,3,0,1,2000,14,8,S,4,1998,P,M,11,9,525,1,OK
20161014,0,84.19,30.72,82.46,877.32,855.3,591.6,1,I,Passive,NULL,27,S,E,Y,3,9,1,3,5000,4,1,H,5,1596,P,M,,4,564,0,OK
20161010,0,80.82,0,126.36,1344.12,1038.39,1006.47,1,I,Passive,NULL,41,M,E,Z,11,3,0,1,3000,5,2,H,5,1598,P,A,,0,546,1,OK
20160928,0,157.23,0,0,647.17,740.59,420.6,1,I,Passive,NULL,43,S,E,Z,12,7,1,4,10000,15,3,H,5,1587,P,M,8,3,551,0,OK
20160925,1,50.83,24.6336,53.64,570.4,686.81,410.56,1,I,Passive,1,29,M,E,Y,8,6,0,3,9999,13,3,E,5,1598,P,M,6,7,538,1,OK
20160924,1,75.63,43.406,44.64,475.2,455.97,283.1,1,I,Passive,NULL,43,M,E,Z,25,12,0,4,10000,5,2,S,4,2143,D,A,15,9,542,0,OK
20160924,1,9.2,25.8234,51.13,543.47,538.29,430.39,1,I,Passive,1,52,P,E,Z,26,4,1,7,10000,2,2,H,5,1329,P,M,,8,581,0,OK
20160924,0,32.72,0,79.92,849.54,675.1,654.44,1,I,Passive,9,40,M,E,Z,21,1,0,4,4999,10,0,H,5,998,P,M,1,1,489,0,OK
20160926,0,31.19,0,48,510.15,397.38,381.44,1,I,Passive,NULL,49,M,E,Z,27,5,0,1,10000,4,3,H,5,1995,D,M,,3,555,0,OK
20161014,1,101.45,57.9718,68.28,726.16,877.92,456.53,1,I,Passive,NULL,38,P,U,Y,10,7,0,5,7999,18,2,S,4,1991,P,M,14,8,465,0,OK
20161018,1,53.79,102.534,104.41,1110.12,1256.14,754.9,1,I,Passive,NULL,27,S,E,6,7,3,0,3,5000,11,2,H,5,1364,P,M,5,5,522,1,OK
20160407,0,43.86,0,45.5,484.21,399.32,354.97,0,T,Passive,NULL,46,M,E,Y,4,9,0,4,8999,1,1,H,5,999,P,A,,4,563,0,OK
20161014,1,251.14,19.63,103.92,1104.61,1241.08,622.7,1,I,Passive,NULL,24,P,E,Y,3,6,0,4,4999,13,2,E,5,1590,P,M,9,2,493,0,OK
20161014,0,57.36,0,34.2,363.32,351.89,236.5,1,I,Passive,NULL,46,P,E,Z,22,7,0,4,8999,9,6,E,5,1896,D,M,6,3,556,0,OK
20161015,1,146.18,0,64.8,689.18,731.47,411.3,1,I,Passive,1,50,M,E,Z,22,3,0,3,9999,3,3,H,5,1598,D,A,,3,565,0,OK
20161022,0,34.92,0,0,534.26,467.41,442.1,1,I,Passive,NULL,37,M,E,Y,4,4,0,1,7000,8,4,E,5,1686,D,M,6,4,562,1,OK
20161019,0,22.66,44.6398,53.4,567.62,577.26,416.83,1,I,Passive,NULL,26,P,E,Y,7,8,0,1,8000,5,1,H,5,1598,D,M,,5,553,0,OK
20161015,1,0,11.334,0,211.57,230.71,188.9,1,I,Passive,NULL,48,D,E,Z,22,9,1,4,10000,13,11,H,5,1242,P,M,3,9,536,0,OK
20160923,0,28.02,48.695,0,559.59,415.24,447.75,1,I,Passive,1,43,M,E,Z,26,3,0,4,6000,7,3,S,4,1995,D,M,13,9,545,0,OK
20160929,1,20.33,24.3942,0,478.13,376.85,406.57,1,I,Passive,1,42,M,E,4,17,9,0,1,10000,5,2,H,5,1598,P,M,,5,574,0,OK
20160923,1,31.17,46.8328,58.57,623.26,602.42,453.38,1,I,Passive,1,32,M,E,Z,13,10,0,4,10000,4,1,H,5,1560,D,M,,5,540,0,OK
20161008,0,100.16,74.1358,51.84,551.21,513.79,258.93,1,I,Passive,NULL,60,D,N,Z,22,11,0,3,5999,9,7,H,5,1753,D,M,7,9,555,0,OK
20160924,0,18.42,46.1356,55.8,593.19,630.19,441.76,1,I,Passive,NULL,32,S,E,Z,14,6,0,5,7000,9,5,C,2,2198,P,M,15,5,566,0,OK
20161009,0,-26.12,34.6954,46.33,492.78,361.38,413.09,1,I,Passive,NULL,41,S,E,Z,15,8,1,4,7999,16,2,H,5,1896,D,M,8,9,540,1,OK
20160925,0,19.6,32.9218,48.84,519.27,377.4,392.03,1,I,Passive,NULL,50,M,E,Z,22,9,0,4,5999,3,2,H,5,1461,D,M,,9,564,0,OK
20160924,0,9.59,35.527,34.21,363.68,371.91,264.95,1,I,Passive,NULL,55,P,E,Z,27,4,0,1,7000,13,6,S,4,1998,P,M,12,9,585,0,OK
20160924,1,109.01,16.7556,45.13,479.99,577.18,279.26,1,I,Passive,NULL,40,S,E,Z,15,7,0,4,5000,15,1,H,3,1598,P,M,5,9,466,0,OK
20160930,0,6.6,30.5838,60,638.29,559.98,509.73,1,I,Passive,NULL,43,M,E,Z,26,7,0,4,10000,10,1,E,5,1995,D,M,13,5,569,0,OK
20160924,1,126.87,19.63,163.68,1740.13,1300.1,1261.04,1,I,Passive,6,65,M,R,4,18,4,0,1,2999,7,0,H,5,1461,D,M,6,4,546,1,OK
20160924,0,0,65.9764,0,521.37,510.67,395.44,1,I,Active,NULL,40,S,S,Z,22,4,0,4,8999,8,6,E,5,1595,P,M,6,9,547,0,OK
20161129,0,-37.64,88.7332,82.09,872.61,549.07,690.72,0,T,Passive,NULL,36,M,E,Z,15,4,0,3,3999,9,1,H,5,1896,D,M,10,9,511,0,OK
20161022,1,96.42,19.63,69.6,739.6,889.58,482.16,1,I,Passive,NULL,27,P,E,Y,2,10,1,3,6000,12,1,H,5,999,P,M,2,2,525,1,OK
20161101,1,12.11,44.0276,0,367.84,381.37,290.46,1,I,Passive,NULL,45,M,E,Z,27,4,0,4,9000,6,3,B,2,1796,P,A,,9,578,0,OK
20161014,0,300,52.39,148.08,1574.34,1774.99,892.21,1,I,Passive,NULL,28,P,E,Y,2,8,1,1,9000,10,2,H,5,1587,P,M,5,2,521,1,OK
20161031,1,-51.83,52.39,0,688.53,501.44,579.8,1,I,Passive,NULL,58,S,S,Z,22,7,0,4,10000,9,0,E,5,1995,D,M,16,2,576,0,OK
20161014,1,-52.14,0,115.81,1231.65,1136.91,1042.84,1,I,Passive,13,24,P,E,Y,2,7,1,4,5000,7,2,H,3,1398,P,M,,0,549,0,OK
20161014,1,300,0,162.97,1733.21,1866.03,1102,1,I,Passive,NULL,24,S,E,Y,2,2,1,1,8000,12,3,H,3,1595,P,M,9,1,578,0,OK
20161014,0,300,19.63,119.17,1266.94,1970.55,705.16,1,I,Passive,2,24,S,E,Y,2,12,0,4,6000,11,1,H,5,1390,P,M,5,2,515,1,OK
20161014,0,44.18,24.8738,40.32,428.68,435.18,296.23,1,I,Passive,NULL,41,M,E,Z,22,4,0,4,9999,9,6,H,5,1397,P,M,4,8,562,1,OK
20161106,0,35.91,23.5314,37.44,398.19,390.46,280.19,1,I,Passive,NULL,36,P,E,Z,12,7,0,3,1999,10,9,H,5,1364,P,A,4,9,524,0,OK
20161014,1,300,91.1194,119.41,1269.34,1334.3,645.49,1,I,Passive,NULL,42,M,E,Y,6,3,0,4,3000,7,2,H,5,1242,P,A,3,7,521,0,OK
20161018,0,233.9,0,116.64,1240.01,1133.96,769.11,1,I,Passive,NULL,24,M,E,Y,7,8,1,4,3000,7,1,H,5,1686,D,A,,2,533,0,OK
20161014,1,53.49,42.6298,41.04,436.2,433.51,273.83,1,I,Passive,1,49,M,S,Z,22,9,0,3,3999,13,2,E,5,1896,D,M,12,9,545,0,OK
20161014,0,77.21,129.6564,96.24,1023.62,916.3,628.44,1,I,Passive,8,35,P,E,Z,13,11,1,3,6999,12,2,H,5,1998,D,M,9,8,488,1,OK
20161109,1,64.97,20.3082,46.92,498.77,383.71,338.47,1,I,Passive,NULL,54,M,N,Z,27,10,0,4,7000,15,12,E,5,1587,P,M,6,6,448,0,OK
20161016,0,150.56,34.6858,48.97,520.63,513.9,250.93,1,I,Passive,NULL,53,M,E,Z,13,7,0,1,8000,10,2,H,5,1598,P,M,6,9,519,0,OK
20160925,1,0,0,30.25,321.56,252.36,260.1,1,I,Passive,2,59,M,E,Z,27,12,0,4,8000,12,2,E,5,1870,D,M,10,4,546,0,OK
20161014,1,54.01,49.7662,0,492.91,509.85,358.77,1,I,Passive,1,42,P,E,Z,25,4,0,4,11000,4,1,E,5,1968,D,M,,9,568,1,OK
20160924,1,234.75,0,180.25,1916.49,1650.84,1315.46,1,I,Passive,3,28,P,E,Y,8,4,0,4,8000,10,5,H,5,1598,P,M,7,2,467,0,OK
20160924,0,44.19,40.6432,48.13,511.86,455.08,350.22,1,I,Passive,NULL,49,M,E,Y,4,10,0,3,2999,11,5,H,5,1587,P,A,4,5,533,1,OK
20161016,0,36.72,84.438,70.45,749.44,712.56,483.3,1,I,Passive,4,53,M,N,Z,27,8,0,1,6000,10,0,H,3,1242,P,M,4,6,503,1,OK
20160924,1,26.86,19.63,55.09,585.59,513.83,427.17,1,I,Passive,NULL,46,S,R,Z,17,5,0,4,6000,6,2,H,5,1598,P,M,,2,568,0,OK
20161009,0,236.27,98.8574,0,821.1,682.83,393.79,1,I,Passive,NULL,40,S,S,Z,23,4,0,4,5000,13,13,E,5,1998,P,M,14,9,476,0,OK
20160924,1,13.45,38.4414,55.93,594.59,542.71,457.69,1,I,Passive,1,26,S,E,Y,7,7,1,3,7000,3,3,H,3,1598,P,M,,7,532,0,OK
20161008,0,160.09,69.277,72.13,767.12,617.71,385.45,1,I,Passive,NULL,45,P,E,Z,22,7,0,7,9999,14,1,H,5,1796,P,M,11,5,518,0,OK
20160927,0,1.87,38.6136,0,282.69,284.25,226.06,1,I,Passive,NULL,52,P,E,Z,27,9,0,4,16000,6,6,H,5,2183,D,M,,9,565,0,OK
20161019,1,26.47,36.7504,29.53,314.36,285.32,203.84,1,I,Passive,1,51,M,E,Z,28,4,0,4,10000,6,3,H,5,1598,D,M,,9,549,0,OK
20161014,1,131.5,0,62.88,668.56,771.01,409.29,1,I,Passive,1,29,M,E,Z,12,8,0,5,5000,9,1,H,3,998,P,M,1,2,494,1,OK
20161016,1,204.41,19.63,99.36,1056.48,1258.37,630.53,1,I,Passive,NULL,25,P,E,Y,2,4,0,4,4000,5,1,H,3,1396,P,M,4,2,541,1,OK
20161015,1,125.72,17.5924,0,380.51,364.17,209.54,1,I,Passive,NULL,66,M,E,Z,46,10,0,4,8000,5,2,C,2,2143,D,A,,9,618,0,OK
20161015,1,-32.66,50.751,94.93,1009.62,1196.82,845.85,1,I,Passive,1,24,S,U,Y,6,5,2,2,2000,7,1,H,5,1968,D,A,14,6,552,0,OK
20161101,0,61.25,52.39,96.85,1030.36,985.34,691.01,1,I,Passive,NULL,28,S,E,Y,7,4,1,3,10000,7,7,H,3,998,P,M,1,4,543,0,OK
20161015,1,122.21,19.63,71.88,764.65,591.89,476.7,0,T,Passive,NULL,38,P,E,Z,13,11,0,4,5000,2,1,H,5,1968,D,M,,4,495,0,OK
20161014,1,300,19.63,102.48,1089.28,1137.06,561.44,1,I,Passive,2,24,S,E,Y,3,2,2,3,12000,2,1,H,3,1364,P,M,,2,564,0,OK
20161023,0,-31.78,73.0148,74.41,791.72,606.03,635.58,1,I,Passive,1,27,M,E,Y,8,7,1,1,10000,2,0,H,5,1995,D,M,,7,558,0,OK
20161016,0,0,0,0,0,452.62,0,1,I,Passive,5,55,M,S,Z,22,11,0,3,8999,15,0,E,5,1587,P,M,6,9,488,0,Unacceptable
20161014,0,300,0,210.25,2236.22,2123.94,1508.9,1,I,Passive,5,24,S,E,Y,2,3,1,1,1999,6,0,H,5,1596,P,M,,2,549,0,OK
20161118,0,118.18,0,63.01,670.03,565.34,423.8,1,I,Passive,NULL,37,M,E,Z,17,3,1,3,4999,7,4,H,5,1596,P,M,,3,558,0,OK
20161026,0,0,55.6808,53.29,566.26,426,429.18,1,I,Passive,NULL,48,D,E,Z,27,10,1,3,12000,11,4,E,5,1995,D,M,15,9,542,0,OK
20161024,1,-34.04,0,76.21,810.23,639.53,685.77,1,I,Passive,NULL,38,M,E,Z,11,4,0,3,10000,6,3,E,5,2231,D,M,,2,576,0,OK
20161014,1,158.21,0,0,1080.46,1304.6,806.49,1,I,Passive,1,41,M,H,6,14,4,0,4,4999,13,1,H,5,1796,P,M,7,2,459,0,OK
20161020,0,92.1,58.9398,68.65,729.48,461.76,436.33,1,I,Passive,NULL,43,P,H,Z,22,7,0,4,9999,10,0,E,5,1968,D,M,10,9,480,0,OK
20161027,0,-16.47,0,40.8,433.63,302.7,365.45,1,I,Passive,NULL,37,P,E,Z,16,10,1,4,8000,4,4,H,3,1390,P,M,,4,575,0,OK
20161014,1,49.41,17.0154,38.76,411.72,448.25,283.59,1,I,Passive,NULL,53,M,N,Z,27,11,0,1,10000,12,2,E,5,2696,D,A,12,9,544,0,OK
20161021,1,39.22,48.4746,47.64,506.42,503.91,343.41,1,I,Passive,NULL,44,S,E,Z,15,11,1,4,6000,4,3,E,5,1598,P,M,,9,525,0,OK
20161028,0,38.4,58.4688,0,594.07,484.01,462.48,1,I,Passive,NULL,43,S,E,Z,22,3,0,3,9999,8,8,H,5,1598,P,M,7,9,526,0,OK
20161014,1,9.96,0,38.41,408.86,341.45,320.8,1,I,Passive,NULL,59,A,E,Z,27,9,0,2,3000,6,2,H,5,1242,P,M,4,3,560,0,OK
20161023,0,24.97,0,60.96,648.24,576.06,499.39,1,I,Passive,1,31,D,E,Z,13,11,0,4,7000,6,6,B,2,1598,D,M,9,4,546,1,OK
20161016,1,58.19,48.0374,49.21,523.37,485.94,338.29,1,I,Passive,1,44,M,E,Z,22,4,0,4,7999,0,0,S,4,1984,P,A,,9,579,0,OK
20161014,1,189.51,32.76,144.36,1534.73,1400.88,990.29,1,I,Passive,5,31,S,E,Z,13,8,1,4,5000,10,0,H,3,1910,D,M,12,2,541,0,OK
20161014,1,300,0,150.24,1597.17,1523.72,991.9,1,I,Passive,NULL,47,M,E,Y,2,4,0,4,8000,7,2,H,5,1560,D,M,7,2,524,0,OK
20161016,1,192.83,19.63,97.33,1035.16,980.68,624.88,1,I,Passive,NULL,27,P,H,Y,6,5,0,4,8000,5,2,H,5,1560,D,M,,3,535,0,OK
20160916,1,0.99,37.645,53.29,567.19,499.63,448.25,0,I,Passive,2,32,M,E,Z,13,3,0,3,5000,12,3,H,5,1995,D,M,7,9,528,0,OK
20161016,0,101.16,0,70.2,746.09,653.94,502.31,1,I,Passive,NULL,42,S,E,Y,5,1,0,4,5000,4,4,H,5,995,P,M,,2,532,0,OK
20161015,1,0,20.7394,0,282.55,311.3,246.99,1,I,Passive,NULL,46,M,E,Z,28,11,1,4,6000,12,9,E,5,1796,P,M,8,9,556,0,OK
20161015,1,19.45,23.334,47.52,504.87,494.04,388.9,1,I,Passive,NULL,27,S,E,Y,8,9,1,4,7999,12,2,H,5,1360,P,M,6,8,523,1,OK
20161019,1,-6.7,0,0,1383.11,969.73,1240.9,1,I,Passive,NULL,44,M,H,Z,21,3,1,1,3999,1,0,H,5,1197,P,A,,4,574,0,OK
20161210,1,52.78,34.1018,54.36,577.97,447.36,406.03,1,I,Passive,NULL,32,P,E,Z,11,9,0,4,7999,10,3,H,3,1390,P,M,5,9,478,1,OK
20161104,1,31.35,55.6982,0,548.41,467.56,429.47,1,I,Passive,NULL,41,S,S,Z,17,9,1,4,10000,4,3,H,5,1995,D,A,,9,549,0,OK
20161014,0,-38.79,0,70.69,752.08,551.94,643.02,1,I,Passive,NULL,26,M,E,Y,8,5,0,4,12999,4,4,H,3,1242,P,M,,1,551,0,OK
20161019,1,192.52,35.3738,72.37,769.87,719.28,421.23,1,I,Passive,NULL,47,M,E,Z,24,4,0,4,10000,3,0,E,5,1956,D,M,,9,494,0,OK
20161031,1,-32.94,19.63,91.33,971.51,661.44,795.65,1,I,Passive,NULL,42,P,E,3,21,3,1,4,6000,3,2,H,5,999,P,M,,1,555,0,OK
20161017,1,79.95,0,0,600.86,699.49,456.53,1,I,Active,NULL,24,P,E,Y,7,11,2,4,12000,9,2,H,3,1910,D,M,12,4,557,1,OK
20161016,1,-19.08,0,106.56,1132.81,1370.28,933.33,1,I,Passive,NULL,24,S,E,Y,2,9,1,4,14999,2,2,H,3,1229,P,M,,1,543,1,OK
20161017,1,219.81,21.981,68.17,724.67,686.85,366.35,1,I,Passive,NULL,57,M,E,Z,22,9,0,4,8000,10,0,S,4,1910,D,A,12,9,482,0,OK
20161014,1,-19.46,23.3514,0,416.43,460.05,389.19,1,I,Passive,2,38,S,E,Z,18,10,1,4,12000,0,0,H,3,1598,D,M,,6,574,0,OK
20161015,1,158.25,0,71.89,764.4,869.29,460.06,1,I,Passive,1,25,P,E,Y,4,8,0,3,12000,15,0,H,5,1149,P,M,2,4,529,0,OK
20161025,1,179.02,48.024,113.88,1210.83,965.16,800.4,1,I,Passive,NULL,52,M,E,Y,6,2,0,1,5999,12,4,E,5,2488,D,M,13,6,478,1,OK
20161016,0,27.67,44.626,40.81,434.24,398.26,297.6,1,I,Passive,1,32,M,E,Z,15,1,1,4,6000,8,5,H,5,1397,P,M,4,9,503,1,OK
20161109,0,0,31.197,60.49,642.83,608.74,519.95,1,I,Passive,NULL,25,S,E,Y,7,7,1,4,7000,5,3,H,5,1968,D,M,,7,560,1,OK
20161105,1,-27.74,65.78,87.84,934.1,698.63,685.73,1,I,Passive,2,27,P,E,Y,2,10,1,1,5000,12,2,H,5,1229,P,M,3,2,536,0,OK
20161106,1,29.25,19.1238,0,293.28,275.81,227.73,1,I,Passive,1,59,M,E,Z,27,7,0,3,6000,10,0,E,5,2198,P,A,9,9,514,0,OK
20161105,1,0,22.8232,32.28,343.13,324.36,271.72,1,I,Passive,1,43,M,E,Z,26,8,0,4,10000,11,10,E,5,2204,D,M,11,9,554,0,OK
20161014,1,5.75,37.8832,0,369.16,373.37,304.22,1,I,Passive,NULL,47,W,E,Z,27,3,1,3,10000,15,5,E,5,3200,D,A,16,9,571,0,OK
20161015,0,19.53,19.63,62.05,659.4,748.96,494.18,1,I,Passive,NULL,25,S,E,Y,7,12,2,3,9999,5,1,H,5,1968,D,M,,4,542,0,OK
20161016,1,1.85,56.4212,0,525.15,517.44,438.02,1,I,Passive,1,43,M,E,Z,26,9,0,1,7000,2,0,E,5,1995,D,A,,9,551,0,OK
